address,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
0x0167409e6106ec3e3f05a09fcf04606918d21ad5,31377.83748595758,275001.0183405073,29927.240392791282,53032.98265623854,67623.9742103284,74999.96332552683,53032.98265623854,35355.31313012795,109337.70195742308,40766.157714413835,64295.83837553133,75614.51677551091,53032.98265623854,45079.4507830454,31377.837485960306,0
0x0177eb92b752fa0715ee0dce1d860eaf739b5cf4,31375.632118724563,274997.89922705735,29925.035035495326,53030.7772072827,67620.85522987931,74996.84429277017,53030.7772072827,35353.10774053178,109334.58288978375,40763.95230118116,64292.71936124707,75611.39773883333,53030.7772072827,45076.331823935645,31375.632118938185,0
0x017f86b90a46d8fd999eaefda1339355b98da12f,31377.686641993452,275000.80501499993,29927.089548821383,53032.831812295764,67623.76088400364,74999.74999999997,53032.831812295764,35355.162286167615,109337.48863190519,40766.00687046049,64295.62505000001,75614.30345003722,53032.831812295764,45079.23745750073,31377.68664199329,0
0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050,31376.62598182167,274999.30501499993,29926.028888649606,53031.77115212399,67622.26088400383,74998.24999999997,53031.77115212399,35354.101625995834,109335.98863190517,40764.94621028871,64294.12505000001,75612.80345003722,53031.77115212399,45077.73745750072,31376.625981821508,0
0x020b1573f2ca670190d33ca2f0a57b0c0399ad37,31358.725105386096,274973.9736653829,29908.128642727468,53013.86498550687,67596.93800432551,74972.92567230947,53013.86498550687,35336.19929333503,109310.66127117464,40747.04235083338,64268.80233023738,75587.47901245432,53013.86498550687,45052.4195414119,31358.72510750736,0
0x024c344da7208e60356378a252dab771c34be111,31371.809833945405,274992.49395335495,29921.212740773346,53026.95500424773,67615.44982235973,74991.43893835497,53026.95500424773,35349.28547811958,109329.17757026017,40760.130062412456,64287.31398835501,75605.99238839214,53026.95500424773,45070.92639585572,31371.809833945248,0
0x026e78f168df546aabb2733b37920c55b335be80,31370.09515716336,274990.06882617436,29919.49807127435,53025.240266295026,67613.02473027492,74989.01382142797,53025.240266295026,35347.57078449678,109326.75244890191,40758.41535113732,64284.888873775475,75603.56727028785,53025.240266295026,45068.50128828823,31370.095157182004,0
0x0275a8960fcb1235b095cb9f40edcae031eae5fd,31377.847687814854,275001.03276818467,29927.250594642755,53032.99285811714,67623.9886371884,74999.97775318472,53032.99285811714,35355.323331988984,109337.71638508994,40766.16791628187,64295.85280318476,75614.5312032222,53032.99285811714,45079.46521068547,31377.847687814658,0
0x0297a3211d69a1a268591e1ff6f570699ccc50ca,31375.70507689654,274998.00253107934,29925.107988652235,53030.85020568707,67620.95849605165,74996.9475589598,53030.85020568707,35353.180709633554,109334.68617234804,40764.02528195098,64292.82261877609,75611.50100688562,53030.85020568707,45076.43505559651,31375.705076896375,0
0x02d0b53ec925f5c5907eb3dd85bededaa4362564,31374.82645135729,274996.76008225343,29924.229358612203,53029.97161806281,67619.71595528998,74995.7050675161,53029.97161806281,35352.30209454048,109333.4436993079,40763.14667779574,64291.580117576275,75610.25851741401,53029.97161806281,45075.19252525657,31374.826451357134,0
0x02d1347abe00beaa073058b1414722cdcc31abb3,31377.12534278722,275000.0112180499,29926.528249615156,53032.270513089534,67622.96708705374,74998.95620304997,53032.270513089534,35354.600986961384,109336.69483495518,40765.44557125426,64294.83125305001,75613.50965308721,53032.270513089534,45078.44366055072,31377.125342787058,0
0x02dfa0d5184c41689377d5d47054da210ce941f6,31375.280512459452,274997.4020463647,29924.683426110238,53030.425625463446,67620.35791385792,74996.34706032448,53030.425625463446,35352.7561408606,109334.08567972068,40763.600708618425,64292.22211695407,75610.90051156814,53030.425625463446,45075.83454425642,31375.280512478115,0
0x0324a5f6289e647baf88d9c96c331cf964220ce8,31377.858822494687,275001.0485149999,29927.2617293226,53033.003992796985,67624.00438400364,74999.99349999997,53033.003992796985,35355.33446666883,109337.73213190518,40766.17905096171,64295.86855000001,75614.54695003737,53033.003992796985,45079.48095750072,31377.8588224945,0
0x0324d6ca206dd4a807ac9fec93589fdd9e614cdf,31375.872390806428,274998.23927636567,29925.275297634325,53031.0175611087,67621.19514536975,74997.18426136568,53031.0175611087,35353.34803498056,109334.92289327088,40764.19261927344,64293.05931136572,75611.73771140323,53031.0175611087,45076.67171886643,31375.872390806227,0
0x03b5eeaf92c228f4da2b42468c15339d7873bbe5,31377.852812087043,275001.0400149999,29927.25571891496,53032.997982389345,67623.99588400364,74999.98499999997,53032.997982389345,35355.328456261195,109337.72363190519,40766.17304055407,64295.86005000001,75614.53845003735,53032.997982389345,45079.47245750072,31377.852812086865,0
0x03e115d99f005f9df8accec3f3d07f54b593ee96,31376.449205126257,274999.05501499993,29925.85211195436,53031.59437542872,67622.01088400357,74998.00000000001,53031.59437542872,35353.92484930058,109335.73863190517,40764.76943359346,64293.87505000005,75612.55345003578,53031.59437542872,45077.48745750079,31376.44920512626,0
0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,31374.46275814747,274996.2455961125,29923.86567087145,53029.60787976973,67619.20152716296,74995.1906082415,53029.60787976973,35351.93838898528,109332.92922841315,40762.78295920451,64291.06566445203,75609.74405594662,53029.60787976973,45074.67809050293,31374.462758252113,0
0x043375ebc36fff7a4fcef1359f3c89afddf56e08,31372.952627526087,274994.1093524631,29922.355564034562,53028.09755077345,67617.06563055147,74993.0546071914,53028.09755077345,35350.42820385894,109330.79312256252,40761.27271678942,64288.92971894079,75607.60804792824,53028.09755077345,45072.542310884455,31372.952627840627,0
0x0441c33cd5f806116c6de528709368c6c7183cd9,31377.098005685584,274999.9725575501,29926.50091251356,53032.24317598794,67622.92842655383,74998.91754255013,53032.24317598794,35354.57364985979,109336.65617445533,40765.41823415267,64294.79259255018,75613.47099258698,53032.24317598794,45078.40500005089,31377.09800568546,0
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,31376.0956640859,274998.5550178409,29925.498571616983,53031.24082940405,67621.51089536735,74997.50001041699,53031.24082940405,35353.57130695906,109335.23863903312,40764.41588978534,64293.37506215136,75612.0534594862,53031.24082940405,45076.9874748322,31376.0956641854,0
0x04a3d37cae5fe8acfcaf6d5eb66369d639ff027e,31376.9555239944,274999.77105800994,29926.358430822296,53032.100694296685,67622.72692701385,74998.71604300998,53032.100694296685,35354.43116816853,109336.45467491519,40765.275752461406,64294.59109301001,75613.26949304753,53032.100694296685,45078.20350051072,31376.9555239942,0
0x051005cdcecd916fb8b98643d923646acc7e07cd,31367.53418848703,274986.44491903327,29916.937192923797,53022.678547232084,67609.40222966322,74985.39111484453,53022.678547232084,35345.00960986264,109323.12922365619,40755.853959706146,64281.26644206305,75599.94454104739,53022.678547232084,45064.879677660756,31367.53418961257,0
0x052ee5470868d14b158abb10dfcc76ed1cd1293d,31207.483014509373,274759.3614301497,29756.91630019311,52862.373080542,67382.75467905491,74758.68474244126,52862.373080542,35184.88827544012,109096.25978363604,40595.65923498794,64054.64664627778,75373.23370969563,52862.373080542,44838.519022734465,31207.483033754557,0
0x058e49378461c239dae065114cd9fa1c0dbc25c1,31362.86717760735,274977.8039703884,29912.271532482988,53018.00016847648,67600.76960732308,74976.75700224817,53018.00016847648,35340.33946703513,109314.49215857849,40751.18053716006,64272.633894787956,75591.31032807351,53018.00016847648,45056.25180667702,31362.867179382523,0
0x0591a42188996397fc7cd6db729045146c37696c,31376.94618753631,274999.7577412978,29926.349098630842,53032.091322833076,67622.71366332313,74998.70274889233,53032.091322833076,35354.42182213805,109336.44137102323,40765.26639630375,64294.57780406463,75613.25619686603,53032.091322833076,45078.19022701386,31376.94618763559,0
0x059615ea15f7f0e2a276103127bbace30223d294,31376.887212522448,274999.67445099994,29926.290119350426,53032.0323828248,67622.63032000368,74998.61943599998,53032.0323828248,35354.36285669666,109336.35806790517,40765.207440989536,64294.49448600002,75613.17288603677,53032.0323828248,45078.106893500735,31376.88721252233,0
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,31377.417761143224,275000.42475979496,29926.820667981814,53032.562931356064,67623.38063016585,74999.36974492838,53032.562931356064,35354.893405292765,109337.10837677597,40765.73798955982,64295.24479495896,75613.92319495558,53032.562931356064,45078.85720255088,31377.417761143093,0
0x05e18136f048d648ee73dd5d269d590ff2873c33,31363.486489645322,274980.72296696145,29912.88939647325,53018.63165994763,67603.6788359678,74979.66795196147,53018.63165994763,35340.96213381948,109317.40658386667,40751.80671811236,64275.543001961516,75594.22140199873,53018.63165994763,45059.155409462226,31363.486489645155,0
0x05e85d73eaf6fef228294fdf867abba98552a99f,31377.28005566103,275000.23001501494,29926.68296249425,53032.425225937244,67623.1858854245,74999.17500005507,53032.425225937244,35354.755699829424,109336.91363194263,40765.6002841142,64295.05005006429,75613.72845002727,53032.425225937244,45078.6624575924,31377.280055662824,0
0x05f71263372ac109cd13faa86d13a0e5830fcedc,31377.686641993485,275000.80501499993,29927.089548821383,53032.831812295764,67623.7608840037,74999.74999999997,53032.831812295764,35355.162286167615,109337.48863190519,40766.00687046049,64295.62505000001,75614.3034500375,53032.831812295764,45079.23745750072,31377.686641993285,0
0x05fbf1e3f105df6a4553f3c7f2ed93070a4bab46,31371.579433081846,274982.57962515956,29920.98273004067,53026.72130781032,67605.54264141996,74981.53042315421,53026.72130781032,35349.05416852416,109319.26654437197,40759.89780237549,64277.406804116225,75596.0837784625,53026.72130781032,45061.023187554,31371.579432096354,0
0x0697df7dc18a02b7357b742363f23af5994cb6ea,31376.643659491067,274999.33001499996,29926.04656631921,53031.78882979356,67622.28588400348,74998.27500000002,53031.78882979356,35354.11930366543,109336.01363190518,40764.9638879583,64294.150050000084,75612.82845003539,53031.78882979356,45077.76245750082,31376.64365949111,0
0x0697f9d4db21472b3461aa07be39b16cd5b56eca,31368.599858387468,274987.953742897,29918.00279122337,53023.74481570971,67610.90997664361,74986.89904618674,53023.74481570971,35346.07544434652,109324.6375405243,40756.91996701088,64282.77416905871,75601.45248693915,53023.74481570971,45066.38679423698,31368.599859033577,0
0x073671a608032b2d6f8b2a0f4924da8216339a12,31370.792350876913,274991.05501499993,29920.19525770481,53025.9375211792,67614.010884005,74989.99999999997,53025.9375211792,35348.26799505105,109327.73863190519,40759.11257934393,64285.87505000001,75604.55345003749,53025.9375211792,45069.48745750072,31370.792350876716,0
0x075dc757633700b257e090d62b62aac5997a99d4,31377.697602148557,275000.8205149999,29927.10050897649,53032.84277245087,67623.77638400362,74999.76549999996,53032.84277245087,35355.17324632273,109337.50413190518,40766.0178306156,64295.64055000001,75614.31895003715,53032.84277245087,45079.25295750072,31377.697602148397,0
0x078c2b3b09528fd7b80c9ee715f378d382f9139b,31374.33677662584,274996.06758996495,29923.739683453776,53029.48194692816,67619.02345896927,74995.01257496497,53029.48194692816,35351.81242080001,109332.75120687018,40762.657005092886,64290.88762496501,75609.56602500222,53029.48194692816,45074.50003246573,31374.336776625678,0
0x07920356975798037f26a934db461c7aafc8aa05,31376.80655142167,274999.5603291216,29926.20946040061,53031.951704613886,67622.51625644542,74998.5053397799,53031.951704613886,35354.28219095946,109336.24396058638,40765.126770285446,64294.38039565358,75613.05878757963,53031.951704613886,45077.99282069773,31376.80655152872,0
0x07cfb04588154b06e3958b5d70408244102014d5,31368.98486535064,274988.49884445494,29918.387772178576,53024.13003565296,67611.45471346028,74987.44382945498,53024.13003565296,35346.460509524804,109325.1824613602,40757.30509381768,64283.31887945501,75601.99727949222,53024.13003565296,45066.931286955725,31368.984865350478,0
0x081a48fcfb87ddc415c31ddae1eb3ba5d5696cdb,31377.86341868878,275001.05501499993,29927.266325516677,53033.00858899106,67624.01088400367,74999.99999999997,53033.00858899106,35355.33906286291,109337.73863190519,40766.18364715579,64295.87505000001,75614.55345003752,53033.00858899106,45079.48745750072,31377.863418688583,0
0x084233ce80e122ebe70ceb5cc1e3ff5a54a5b935,31377.861751715038,275001.0526574451,29927.264658546035,53033.00692198883,67624.00852641207,74999.99764244548,53033.00692198883,35355.337395881135,109337.73627435058,40766.18198016587,64295.87269244562,75614.5510924846,53033.00692198883,45079.485099946585,31377.861751714587,0
0x0844ad5bd729f536f1aee085940eea6fb764e000,31203.089855974154,274751.37612772634,29752.58168887625,52857.48797146382,67375.32555712502,74751.1802731156,52857.48797146382,35180.35935290217,109088.54738826149,40590.9883410118,64047.25258076295,75365.72374404465,52857.48797146382,44831.455451792404,31203.089875252128,0
0x085f9b53acbff0e4683463fef1a583d299bd4e25,31371.684059872285,274992.3160819549,29921.086966700226,53026.82923017461,67615.27195095975,74991.26106695498,53026.82923017461,35349.15970404646,109328.99969886018,40760.00428833934,64287.13611695501,75605.81451699215,53026.82923017461,45070.74852445572,31371.684059872125,0
0x08986f5cecd3cb8882e4a34a16961e3124377291,31377.51340083206,275000.56001499994,29926.91630765999,53032.65857113438,67623.51588400366,74999.50499999998,53032.65857113438,35354.98904500622,109337.24363190518,40765.8336292991,64295.38005000001,75614.05845003722,53032.65857113438,45078.99245750072,31377.513400831896,0
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,31377.120956568502,275000.00501499994,29926.523863396433,53032.26612687082,67622.96088400374,74998.94999999997,53032.26612687082,35354.59660074266,109336.68863190518,40765.44118503554,64294.82505000001,75613.50345003721,53032.26612687082,45078.43745750072,31377.120956568335,0
0x08b8126824b9c469e4ddaec3ed725c737579f02e,31377.188286279827,275000.1002165368,29926.591193885073,53032.33345074955,67623.05610241939,74999.0452103418,53032.33345074955,35354.663928902075,109336.78383843147,40765.50851149044,64294.92026235743,75613.59865956343,53032.33345074955,45078.532675878305,31377.188286355606,0
0x091b4cfc5f5d4fbc6d4ed90e7aa81dd9f361a42b,31377.850920048484,275001.03733925056,29927.253826877622,53032.996090350425,67623.99320845529,74999.9823242523,53032.996090350425,35355.3265642233,109337.72095615658,40766.17114851577,64295.85737425274,75614.53577427348,53032.996090350425,45079.469781754604,31377.850920049357,0
0x0929afccd8aef2fabac1c7e96bfdbf5cb84689ee,31372.722222059434,274993.7842649999,29922.125128887365,53027.86739236175,67616.74013400458,74992.72924999997,53027.86739236175,35350.1978662336,109330.46788190518,40761.042450526475,64288.604300000006,75607.28270003722,53027.86739236175,45072.21670750072,31372.72222205927,0
0x0967c50bfec4dba06e28e8fdbcfd15a23474fab4,31367.889732426385,274986.9491504384,29917.292678539376,53023.034578671955,67609.90560425434,74985.89461933543,53023.034578671955,35345.36528783749,109323.63304213987,40756.20977843436,64281.76978012434,75600.44805733496,53023.034578671955,45065.382518568025,31367.889733152657,0
0x096c13f383a32253e238bc148307753d14868235,31377.78393159928,275000.94260327995,29927.18683842718,53032.92910190157,67623.89847228369,74999.88758827998,53032.92910190157,35355.259575773416,109337.6262201852,40766.104160066294,64295.76263828001,75614.4410383175,53032.92910190157,45079.37504578072,31377.783931599082,0
0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,31370.390195067368,274990.48628079996,29919.7931018953,53025.53536536968,67613.442149805,74989.43126579997,53025.53536536968,35347.86583924153,109327.16989770519,40758.71042353441,64285.30631580001,75603.98471583721,53025.53536536968,45068.91872330072,31370.390195067204,0
0x097dc7810d2cac2027dd311b9dcd2cd22cbc7770,31377.14280950912,275000.0359197249,29926.545716337052,53032.28797981144,67622.99178872873,74998.98090472497,53032.28797981144,35354.61845368329,109336.71953663019,40765.463037976166,64294.85595472501,75613.53435476222,53032.28797981144,45078.46836222572,31377.142809508958,0
0x09f8b64a3992ab516fc34de1157d2b4a39d45301,31369.727747234258,274989.54943808995,29919.13065406215,53024.87291753654,67612.5053070952,74988.49442308997,53024.87291753654,35347.20339140839,109326.23305499519,40758.047975701265,64284.36947309001,75603.04787312752,53024.87291753654,45067.98188059072,31369.727747234057,0
0x0a0ba956038d4a66002d612648332b9c4ab7646c,31376.646962782048,274999.3346841863,29926.049869706985,53031.79213226763,67622.29055824003,74998.27967040364,53031.79213226763,35354.122606731224,109336.01830178322,40764.96719078847,64294.15472068232,75612.83312040275,53031.79213226763,45077.767129015294,31376.64696278193,0
0x0a104b095bc84815b27d93b232c6863759b79043,31377.50688092924,275000.55079446494,29926.90978775717,53032.65205123155,67623.50666346867,74999.49577946497,53032.65205123155,35354.9825251034,109337.23441137018,40765.82710939628,64295.37082946501,75614.04922950221,53032.65205123155,45078.98323696573,31377.506880929075,0
0x0a10c493bc6f7faecca5be1e82d7fd7fb3774049,31367.174171592553,274985.93813678494,29916.577078420483,53022.319341894865,67608.8940057906,74984.88312178497,53022.319341894865,35344.649815766716,109322.62175369018,40755.49440005959,64280.75817178501,75599.43657182223,53022.319341894865,45064.37057928572,31367.174171592385,0
0x0a3afd85b3b4dbab37906030287de6fc70a83b92,31333.761113958448,274938.57093102584,29883.16848512718,52988.868742522114,67561.57676205719,74937.55839436321,52988.868742522114,35311.22641401633,109275.27867611453,40722.060165877774,64233.44317544067,75552.11129194798,52988.868742522114,45017.08466357388,31333.76111854113,0
0x0a4a2413d7c604647c7788fd3564b3c54fe06763,31377.350766272422,275000.33001499996,29926.75367310032,53032.4959365747,67623.28588400377,74999.27499999997,53032.4959365747,35354.82641044655,109337.01363190518,40765.670994739434,64295.15005000001,75613.82845003752,53032.4959365747,45078.76245750072,31377.350766272222,0
0x0a5650aba6473c48898f3d9366b52c21a4eec37b,31329.63651639301,274915.9906849165,29879.05587802301,52984.64321494981,67539.09720690834,74915.06480768809,52984.64321494981,35307.07399681971,109252.74764787627,40717.87862891427,64210.969448927026,75529.61667930466,52984.64321494981,44994.67030530533,31329.63652187677,0
0x0a796062214cf4fc232dd8538a19035ac79a595c,31377.25197541696,275000.1902783581,29926.65488327577,53032.39713758871,67623.14617272069,74999.13527137194,53032.39713758871,35354.72761739363,109336.87389980629,40765.57219932404,64295.01032320645,75613.68872024493,53032.39713758871,45078.62273618635,31377.25197547556,0
0x0a7dde263eb93f69acd1671a223c5c93faa73701,31371.898525504017,274992.61938215996,29921.30143233191,53027.0436958063,67615.57525116479,74991.56436715997,53027.0436958063,35349.37416967814,109329.30299906518,40760.21875397102,64287.43941716001,75606.11781719752,53027.0436958063,45071.05182466072,31371.898525503817,0
0x0a888f0f0b772e17a2adfd62d3f15cec72c8d42f,31364.132328774722,274981.6146272975,29913.53604393314,53019.27070504068,67604.57650856946,74980.56450215736,53019.27070504068,35341.60610197509,109318.30102202702,40752.4487258194,64276.440671768374,75595.117870884,53019.27070504068,45060.05642387317,31364.132330285895,0
0x0a9f58ee19a7131ed031ea66a032c05c7efe965a,31371.306163078432,274991.7806229596,29920.709112570432,53026.45097833964,67614.7372343245,74990.72613658693,53026.45097833964,35348.7817097628,109328.4645401272,40759.62619149847,64286.60130760991,75605.27957196471,53026.45097833964,45070.2140766089,31371.306163538873,0
0x0ad24a61a0371d1dfe47c3b74169aaa5807efb31,31376.262555558704,274998.7910526499,29925.665462386645,53031.40772586103,67621.74692165389,74997.73603764997,53031.40772586103,35353.73819973288,109335.47466955517,40764.582784025755,64293.61108765002,75612.28948768714,53031.40772586103,45077.22349515072,31376.262555558547,0
0x0ae775637e63fa95855246fd82e96802d05883fc,31345.581167399887,274953.0112200598,29894.990238923492,53000.67446319234,67576.00845466761,74951.99124070375,53000.67446319234,35323.042517920054,109289.7147388003,40733.87213529111,64247.87431540292,75566.54422771986,53000.67446319234,45031.51070107918,31345.58117106144,0
0x0afc3711b354136a569edeeea3c6a51e1725013e,31358.43892708868,274973.57628155535,29907.842177786966,53013.58122162116,67596.53721286535,74972.52555258448,53013.58122162116,35335.91378037352,109310.26233303407,40746.75753440412,64268.40158403291,75587.07893264857,53013.58122162116,45052.016923614625,31358.438929241594,0
0x0b70f396d0626c9d8008d68c8d9c98e77ddb8262,31377.84573863587,275001.0300116297,29927.248645464177,53032.990908938475,67623.98588063272,74999.97499662983,53032.990908938475,35355.321382810376,109337.7136285349,40766.16596710323,64295.85004662988,75614.52844666383,53032.990908938475,45079.46245413067,31377.84573863607,0
0x0b72eb78dd1ae56fe2a7cd53f1bea9f44f7b4211,28830.5112394816,271398.55501500453,27379.914146314968,50485.6564097789,64021.51088452134,71397.50000001748,50485.6564097789,32807.986883657424,105735.23863191629,38218.8314679476,60693.37505002061,72012.05345001964,50485.6564097789,41476.98745753086,28830.511239485724,0
0x0b7f284d74f549731499c44aed2a10adcc9e9cc0,31355.478804794726,274968.25689920987,29904.884645807782,53010.59928886541,67591.23200120896,74967.21797607359,53010.59928886541,35332.94764808894,109304.94965745916,40743.785109776,64263.0967111472,75581.77119797142,53010.59928886541,45046.72012833628,31355.47880736779,0
0x0bb8dc8dfbdfba65bcbea3e5dfda67bf7331bf19,31348.538805552915,274959.53476506524,29897.943570365096,53003.668357744544,67582.50682077538,74958.49331278882,53003.668357744544,35326.01014770013,109296.22608617412,40736.850225333925,64254.37146900674,75573.04656487006,53003.668357744544,45037.99315749884,31348.53880846847,0
0x0c2cb2d98f9f5ed558d9560d0e38e47187b2bfe1,31377.678876193186,275000.79403249995,29927.081783021164,53032.82404649555,67623.74990150356,74999.73901749997,53032.82404649555,35355.154520367396,109337.47764940518,40765.99910466027,64295.61406750001,75614.29246753681,53032.82404649555,45079.22647500072,31377.678876193066,0
0x0c3221d64b8ad5268c2b8d4c7f36679832fd3828,31374.005503610573,274995.5989427734,29923.40841713826,53029.150620211745,67618.55491708667,74994.54400822902,53029.150620211745,35351.48113319937,109332.28260533974,40762.32570191653,64290.419076647566,75609.09745470232,53029.150620211745,45074.03153916292,31374.005503900797,0
0x0c4762bc7b1af1dc9448a827f53861c118b712de,31373.21341435129,274994.47891518654,29922.616321204714,53028.35858444229,67617.43478639769,74993.423900502,53028.35858444229,35350.68905846749,109331.16253227093,40761.5336426993,64289.298950574244,75607.97735052086,53028.35858444229,45072.91135829065,31373.21341435149,0
0x0c8b740e3377f2be7a108aeba6a2f660588c728d,31307.55674618512,274901.62636521994,29856.95965301302,52962.7019164874,67524.58223423692,74900.57135021997,52962.7019164874,35285.03239035925,109238.30998212518,40695.87697465213,64196.44640022001,75515.12480025756,52962.7019164874,44980.05880772072,31307.55674618492,0
0x0c91ba2e9d7984015d72249345a0cefb8328a930,31376.482216979202,274999.10170080996,29925.88512380714,53031.62738728152,67622.05756981384,74998.04668580997,53031.62738728152,35353.95786115337,109335.78531771518,40764.80244544626,64293.921735810014,75612.60013584714,53031.62738728152,45077.534143310724,31376.482216979046,0
0x0cbc569253e2419856e4a777cf406d35444d8e50,31377.545221153407,275000.6050151132,29926.948127985455,53032.69039123315,67623.56088450439,74999.55000041521,53032.69039123315,35355.020865251805,109337.28863219352,40765.86544948623,64295.42505048437,75614.10345062579,53032.69039123315,45079.03745819157,31377.545221133303,0
0x0cbff6c0365083f20c9de72084be7fb11278aa86,31374.067396976276,274995.6866296111,29923.470303804253,53029.21256727864,67618.64249861545,74994.63161461121,53029.21256727864,35351.543041150486,109332.3702465164,40762.38762544336,64290.50666461123,75609.185064648,53029.21256727864,45074.11907211195,31374.06739697616,0
0x0cd4ea9b68ced287fc25923b071c0b1a0a14e9c6,31374.328872313497,274996.0551072099,29923.73182741064,53029.47363957137,67619.01134027775,74995.00033812094,53029.47363957137,35351.804405715564,109332.73886376711,40762.64887362728,64290.8754444165,75609.55377925256,53029.47363957137,45074.48802006689,31374.32887269217,0
0x0cfdc4a2c05b1ff5fce36d1c1982d8666d7a9813,31370.966240136346,274991.3009315453,29920.36914696316,53026.11141043677,67614.25680055388,74990.24591654638,53026.11141043677,35348.44188430912,109327.98454845135,40759.2864686018,64286.12096654666,75604.79936659422,53026.11141043677,45069.73337404807,31370.96624013498,0
0x0d202934db48341adfe26812a1d8731383b065b3,31373.92008104274,274995.47829341993,29923.322987870673,53029.065251345055,67618.43416242434,74994.42327841997,53029.065251345055,35351.3957252169,109332.16191032517,40762.24030950978,64290.29832842001,75608.97672845722,53029.065251345055,45073.91073592072,31373.920081042575,0
0x0d5386f63dc1dbb8983b9b8929c4bc75e27f5688,31377.509865298154,275000.55501499993,29926.91277212609,53032.655035600474,67623.51088400367,74999.49999999997,53032.655035600474,35354.98550947232,109337.23863190519,40765.830093765195,64295.37505000001,75614.05345003722,53032.655035600474,45078.98745750072,31377.50986529799,0
0x0d9786138578fcdcce04435592545ef08422d755,31348.102018636582,274958.9566414196,29897.505312533794,53003.243953263314,67581.91805094734,74957.90644847469,53003.243953263314,35325.57677292183,109295.6429971904,40736.420422996875,64253.78260285903,75572.45982230615,53003.243953263314,45037.39831013965,31348.10202115302,0
